year;areakm;municipality;geocode_ibge;state;FullLocation
2022;26.761691746335266;Itupiranga;1503705;Pará;Itupiranga, Pará, Brazil
2023;27.565282090276156;Itupiranga;1503705;Pará;Itupiranga, Pará, Brazil
2024;21.299461941926484;Itupiranga;1503705;Pará;Itupiranga, Pará, Brazil
2008;23.31111081476651;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2009;14.81674528570517;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2010;26.302580016718384;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2011;28.142442976038346;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2012;32.71521579940874;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2013;22.430147529748204;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2014;24.186093286813332;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2015;31.40939056892367;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2016;48.78868757677934;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2017;35.241115749955604;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2018;51.69032509270347;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2019;93.9835316771216;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2020;88.93299466324734;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2021;110.75721752365857;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2022;107.5142320491834;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2023;57.837943097941135;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2024;45.80433297715567;Jacareacanga;1503754;Pará;Jacareacanga, Pará, Brazil
2008;5.996393477623664;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2009;3.5614461688381285;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2010;6.729210481215106;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2011;2.3028552616896882;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2012;0.8969413091982931;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2013;1.850425983965178;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2014;1.9594680500043078;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2015;3.2945603608526732;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2016;2.15361721017046;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2017;1.9964821974921698;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2018;2.664572481212177;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2019;3.828267690770047;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2020;3.76470082793294;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2021;1.6300176145002172;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2022;1.3994018552510183;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2023;2.4186469315621486;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2024;2.6584086379554908;Jacundá;1503804;Pará;Jacundá, Pará, Brazil
2008;11.46750493293089;Juruti;1503903;Pará;Juruti, Pará, Brazil
2009;14.41087906027716;Juruti;1503903;Pará;Juruti, Pará, Brazil
2010;7.465590103462107;Juruti;1503903;Pará;Juruti, Pará, Brazil
2011;6.106727053529654;Juruti;1503903;Pará;Juruti, Pará, Brazil
2012;1.4276941841445976;Juruti;1503903;Pará;Juruti, Pará, Brazil
2013;2.2852815825250365;Juruti;1503903;Pará;Juruti, Pará, Brazil
2014;12.8627707929307;Juruti;1503903;Pará;Juruti, Pará, Brazil
2015;8.33224152500025;Juruti;1503903;Pará;Juruti, Pará, Brazil
2016;3.9778180558331715;Juruti;1503903;Pará;Juruti, Pará, Brazil
2017;11.588861536650926;Juruti;1503903;Pará;Juruti, Pará, Brazil
2018;5.415719540352871;Juruti;1503903;Pará;Juruti, Pará, Brazil
2019;15.781678685696484;Juruti;1503903;Pará;Juruti, Pará, Brazil
2020;9.326653108184932;Juruti;1503903;Pará;Juruti, Pará, Brazil
2021;4.569739210985676;Juruti;1503903;Pará;Juruti, Pará, Brazil
2022;15.603478234859436;Juruti;1503903;Pará;Juruti, Pará, Brazil
2023;8.515238032125202;Juruti;1503903;Pará;Juruti, Pará, Brazil
2024;20.561394721496807;Juruti;1503903;Pará;Juruti, Pará, Brazil
2008;0.07527233227060035;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2009;0.3297868852532776;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2010;2.9230256014574065;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2011;0.06766073706596083;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2012;0.0;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2013;0.0;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2014;0.0;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2015;0.0;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2016;0.18130675559630005;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2017;0.14982178873448976;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2018;0.0;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2019;0.05245473991199637;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2020;0.23528523780395927;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2021;0.3443837893420141;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2022;0.0;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2023;0.1382968396238417;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2024;0.0;Limoeiro do Ajuru;1504000;Pará;Limoeiro do Ajuru, Pará, Brazil
2008;0.407761085605682;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2009;0.0;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2010;0.5293010814757058;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2011;0.13524740029199833;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2012;0.0;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2013;0.5797963795953788;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2014;0.0;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2015;0.2774775361176928;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2016;0.0;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2017;0.34401888879466047;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2018;0.5196989473366322;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2019;0.1674640226371489;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2020;1.716235060252144;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2021;1.2145309829420816;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2022;0.13844686807861134;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2023;0.17950348980223652;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2024;0.0;Magalhães Barata;1504109;Pará;Magalhães Barata, Pará, Brazil
2008;347.5082565923613;Marabá;1504208;Pará;Marabá, Pará, Brazil
2009;110.8364706712483;Marabá;1504208;Pará;Marabá, Pará, Brazil
2010;78.83662535844871;Marabá;1504208;Pará;Marabá, Pará, Brazil
2011;64.5885271907499;Marabá;1504208;Pará;Marabá, Pará, Brazil
2012;52.62259524681952;Marabá;1504208;Pará;Marabá, Pará, Brazil
2013;80.96430017120574;Marabá;1504208;Pará;Marabá, Pará, Brazil
2014;38.346275500920555;Marabá;1504208;Pará;Marabá, Pará, Brazil
2015;45.63826210450604;Marabá;1504208;Pará;Marabá, Pará, Brazil
2016;99.51473421543591;Marabá;1504208;Pará;Marabá, Pará, Brazil
2017;41.6174946683342;Marabá;1504208;Pará;Marabá, Pará, Brazil
2018;48.28997442796673;Marabá;1504208;Pará;Marabá, Pará, Brazil
2019;67.26091884918458;Marabá;1504208;Pará;Marabá, Pará, Brazil
2020;57.9496873646758;Marabá;1504208;Pará;Marabá, Pará, Brazil
2021;73.58179591818784;Marabá;1504208;Pará;Marabá, Pará, Brazil
2022;42.45328395299793;Marabá;1504208;Pará;Marabá, Pará, Brazil
2023;36.307097203551514;Marabá;1504208;Pará;Marabá, Pará, Brazil
2024;21.41916498599418;Marabá;1504208;Pará;Marabá, Pará, Brazil
2008;1.2935435300722382;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2009;0.519292111202139;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2010;2.1384371263292583;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2011;0.585530171955594;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2012;0.41146962885773436;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2013;1.3336747771824544;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2014;0.18880429525148426;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2015;0.6402660895325838;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2016;0.6359262546202396;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2017;1.4029373551158857;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2018;1.073360689187696;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2019;1.6375395282482519;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2020;0.8917166124546566;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2021;0.5946863323697793;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2022;0.33624541564915994;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2023;0.25986143165176234;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2024;0.0;Maracanã;1504307;Pará;Maracanã, Pará, Brazil
2008;4.679656626702412;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2009;1.8252959483256774;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2010;0.9787136748072585;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2011;0.22504458623655899;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2012;0.0;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2013;1.3712858580995912;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2014;0.2841091589091591;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2015;1.4464782156910199;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2016;0.5143150812858736;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2017;0.687880085923451;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2018;0.8089125929172098;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2019;0.0;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2020;0.6650297407228941;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2021;1.3452731245332779;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2022;0.7047123200757948;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2023;0.16316746614223174;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2024;0.0;Marapanim;1504406;Pará;Marapanim, Pará, Brazil
2008;0.129069729858796;Marituba;1504422;Pará;Marituba, Pará, Brazil
2009;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2010;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2011;0.0703447285432328;Marituba;1504422;Pará;Marituba, Pará, Brazil
2012;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2013;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2014;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2015;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2016;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2017;0.11379987225280982;Marituba;1504422;Pará;Marituba, Pará, Brazil
2018;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2019;0.10470101224541326;Marituba;1504422;Pará;Marituba, Pará, Brazil
2020;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2021;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2022;0.08222987953466111;Marituba;1504422;Pará;Marituba, Pará, Brazil
2023;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2024;0.0;Marituba;1504422;Pará;Marituba, Pará, Brazil
2008;28.16897821560993;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2009;55.030321536276375;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2010;46.26562755364743;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2011;29.060166883625246;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2012;20.862009273804006;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2013;38.00781658512611;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2014;17.20342275707888;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2015;17.94647549188208;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2016;7.972701180609677;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2017;116.55726963871419;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2018;62.87607695901601;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2019;112.90020749666463;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2020;64.62813819925381;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2021;105.45534875622373;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2022;102.07849569768513;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2023;97.14619450235142;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2024;53.51006013814192;Medicilândia;1504455;Pará;Medicilândia, Pará, Brazil
2008;4.4940797764424145;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2009;0.0695445792957669;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2010;0.9605034401320173;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2011;0.4321749984358985;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2012;2.1860474882436356;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2013;0.6392228385631453;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2014;1.5642529881369605;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2015;0.25801901309947955;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2016;0.5984557347802703;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2017;2.9222801372613176;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2018;1.5543145701710035;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2019;2.5535945651671286;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2020;2.191864860142855;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2021;1.849792695708107;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2022;1.9171892126904988;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2023;0.7411735731705755;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2024;3.080421227856231;Melgaço;1504505;Pará;Melgaço, Pará, Brazil
2008;0.5003275324230994;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2009;0.33896946000583555;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2010;1.9107473420860175;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2011;0.5680664410022135;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2012;0.31447547904624407;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2013;0.15928758967148207;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2014;0.23047341111134842;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2015;0.0;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2016;0.3079729918340521;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2017;0.3047721860434021;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2018;0.3035502656385947;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2019;0.1046508615972564;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2020;0.08766463273201819;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2021;6.504864688566886e-05;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2022;0.0;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2023;0.2852627727233329;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2024;0.2696017613058324;Mocajuba;1504604;Pará;Mocajuba, Pará, Brazil
2008;115.95514213557543;Moju;1504703;Pará;Moju, Pará, Brazil
2009;66.74439858857468;Moju;1504703;Pará;Moju, Pará, Brazil
2010;115.47184655661351;Moju;1504703;Pará;Moju, Pará, Brazil
2011;42.59889554137164;Moju;1504703;Pará;Moju, Pará, Brazil
2012;43.074237660979975;Moju;1504703;Pará;Moju, Pará, Brazil
2013;35.926941938177045;Moju;1504703;Pará;Moju, Pará, Brazil
2014;24.784825538933443;Moju;1504703;Pará;Moju, Pará, Brazil
2015;25.543577234572;Moju;1504703;Pará;Moju, Pará, Brazil
2016;30.28365061306542;Moju;1504703;Pará;Moju, Pará, Brazil
2017;43.137293446284524;Moju;1504703;Pará;Moju, Pará, Brazil
2018;33.5163262136526;Moju;1504703;Pará;Moju, Pará, Brazil
2019;27.907128267623502;Moju;1504703;Pará;Moju, Pará, Brazil
2020;36.28778167227228;Moju;1504703;Pará;Moju, Pará, Brazil
2021;55.6858774439168;Moju;1504703;Pará;Moju, Pará, Brazil
2022;74.62916121902042;Moju;1504703;Pará;Moju, Pará, Brazil
2023;97.24037508760384;Moju;1504703;Pará;Moju, Pará, Brazil
2024;63.05447650024658;Moju;1504703;Pará;Moju, Pará, Brazil
2008;25.491512354374986;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2009;29.955332794162445;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2010;12.747223109107006;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2011;10.871302152618993;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2012;11.368986145979653;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2013;3.943568955358532;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2014;6.1698400475952955;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2015;31.919231264883887;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2016;10.155510924674676;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2017;19.258291795019424;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2018;24.189501964013353;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2019;45.26635203952639;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2020;31.414801815153815;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2021;61.83692085575761;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2022;80.8327005947257;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2023;91.0430819840163;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2024;83.22085072995914;Mojuí dos Campos;1504752;Pará;Mojuí dos Campos, Pará, Brazil
2008;30.17588801117028;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2009;7.31896489848915;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2010;19.9600649919542;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2011;10.852669657283888;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2012;14.983635714610712;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2013;9.670406759981622;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2014;15.096992225853004;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2015;10.964851262158149;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2016;23.489161014772098;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2017;31.04807112842243;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
2018;11.591813050980052;Monte Alegre;1504802;Pará;Monte Alegre, Pará, Brazil
