year;areakm;municipality;geocode_ibge;state;FullLocation
2021;0.0;Santa Maria do Pará;1506609;Pará;Santa Maria do Pará, Pará, Brazil
2022;0.0;Santa Maria do Pará;1506609;Pará;Santa Maria do Pará, Pará, Brazil
2023;0.23213117909416975;Santa Maria do Pará;1506609;Pará;Santa Maria do Pará, Pará, Brazil
2024;0.0;Santa Maria do Pará;1506609;Pará;Santa Maria do Pará, Pará, Brazil
2008;186.61815012177527;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2009;26.545598840323496;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2010;39.31243705783258;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2011;33.12180008455876;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2012;22.952894922068854;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2013;39.026106800119365;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2014;23.749892391676394;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2015;16.563100249536514;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2016;19.908536611044838;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2017;14.032255854067207;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2018;12.247513933074082;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2019;23.16728246725679;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2020;51.62262353612431;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2021;26.27137576194472;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2022;17.230009400085823;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2023;7.939516856286586;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2024;9.663005918636548;Santana do Araguaia;1506708;Pará;Santana do Araguaia, Pará, Brazil
2008;30.858211875576544;Santarém;1506807;Pará;Santarém, Pará, Brazil
2009;18.112102387723027;Santarém;1506807;Pará;Santarém, Pará, Brazil
2010;19.03285122138344;Santarém;1506807;Pará;Santarém, Pará, Brazil
2011;10.94836535299191;Santarém;1506807;Pará;Santarém, Pará, Brazil
2012;7.039647574956291;Santarém;1506807;Pará;Santarém, Pará, Brazil
2013;6.054416384563138;Santarém;1506807;Pará;Santarém, Pará, Brazil
2014;11.206558786027236;Santarém;1506807;Pará;Santarém, Pará, Brazil
2015;22.174782498010433;Santarém;1506807;Pará;Santarém, Pará, Brazil
2016;6.866805573014171;Santarém;1506807;Pará;Santarém, Pará, Brazil
2017;20.67869355671586;Santarém;1506807;Pará;Santarém, Pará, Brazil
2018;12.874095480597777;Santarém;1506807;Pará;Santarém, Pará, Brazil
2019;19.428198887054535;Santarém;1506807;Pará;Santarém, Pará, Brazil
2020;15.555964449816427;Santarém;1506807;Pará;Santarém, Pará, Brazil
2021;17.717577970069808;Santarém;1506807;Pará;Santarém, Pará, Brazil
2022;54.463811831873706;Santarém;1506807;Pará;Santarém, Pará, Brazil
2023;50.46472813300171;Santarém;1506807;Pará;Santarém, Pará, Brazil
2024;57.16599691705387;Santarém;1506807;Pará;Santarém, Pará, Brazil
2008;3.0702960717215237;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2009;0.20914865166781604;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2010;0.23444913009073795;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2011;0.1779588361073694;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2012;0.0;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2013;0.08015301298571852;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2014;0.0819336223971699;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2015;0.0;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2016;0.14380643482173575;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2017;0.2793546834282973;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2018;0.21175834896305684;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2019;0.2290004417087348;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2020;0.06578508170046266;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2021;0.08774807494755986;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2022;0.1424166586873943;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2023;0.13461977090344757;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2024;0.0;Santarém Novo;1506906;Pará;Santarém Novo, Pará, Brazil
2008;1.9733013301524025;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2009;0.11299361887117373;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2010;0.10199165872393337;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2011;0.31442551772496824;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2012;0.0;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2013;0.4597095688128553;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2014;0.0783676013275739;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2015;0.22263593241224;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2016;0.0;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2017;0.24700515858072022;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2018;0.0;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2019;0.0;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2020;0.3866768993670818;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2021;0.47057987876596896;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2022;0.0;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2023;0.12066113495726899;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2024;0.15578021644994983;Santo Antônio do Tauá;1507003;Pará;Santo Antônio do Tauá, Pará, Brazil
2008;0.3997501629527386;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2009;0.0;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2010;0.1012988512023118;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2011;0.0;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2012;0.0;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2013;0.0;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2014;0.0;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2015;0.8600720657035901;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2016;1.0284950483354147;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2017;3.838960067323492;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2018;2.1949075010646646;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2019;4.4097022753344;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2020;3.7817664276340057;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2021;1.4896944308382458;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2022;1.8330979866151276;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2023;0.4416968738771272;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2024;0.43029321333758735;Sapucaia;1507755;Pará;Sapucaia, Pará, Brazil
2008;14.797197059158169;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2009;3.6666602184622303;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2010;28.305200518351427;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2011;100.47342164354818;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2012;19.162113592447582;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2013;14.547574695218524;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2014;28.236632943385683;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2015;58.620445500214956;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2016;68.16683390500577;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2017;98.74814598132949;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2018;49.45861094009923;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2019;328.1588331231484;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2020;147.60639955418645;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2021;112.29435966221644;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2022;122.01299004696119;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2023;72.66001213080338;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2024;46.49203309969739;Senador José Porfírio;1507805;Pará;Senador José Porfírio, Pará, Brazil
2008;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2009;0.21014668898116035;Soure;1507904;Pará;Soure, Pará, Brazil
2010;0.8068833915385097;Soure;1507904;Pará;Soure, Pará, Brazil
2011;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2012;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2013;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2014;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2015;0.3142393510349543;Soure;1507904;Pará;Soure, Pará, Brazil
2016;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2017;0.5286501693084261;Soure;1507904;Pará;Soure, Pará, Brazil
2018;0.09135261908560437;Soure;1507904;Pará;Soure, Pará, Brazil
2019;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2020;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2021;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2022;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2023;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2024;0.0;Soure;1507904;Pará;Soure, Pará, Brazil
2008;3.6665300319522873;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2009;0.3373228881926329;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2010;0.37942287861429447;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2011;0.39624863426954454;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2012;0.0;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2013;0.4791343813638721;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2014;0.0;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2015;0.2300951383988831;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2016;1.3144650072403419;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2017;0.32572974036647184;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2018;0.3329254182013498;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2019;0.1847633133602194;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2020;0.9001228548882512;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2021;0.3782680685359488;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2022;0.17581738966003566;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2023;0.7718601543235802;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2024;0.0;São Caetano de Odivelas;1507102;Pará;São Caetano de Odivelas, Pará, Brazil
2008;9.658587492271135;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2009;9.902168522807006;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2010;5.439150879225771;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2011;1.930393375205749;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2012;0.8689167310812014;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2013;2.3535361608754077;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2014;2.4468228226179547;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2015;0.8873120286421767;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2016;2.5789303954612373;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2017;1.5546197367754213;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2018;1.0169210471185115;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2019;1.4821481954483178;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2020;1.5697667775672803;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2021;1.5049898003486033;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2022;1.423660361973805;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2023;1.3548008309006323;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2024;0.6314396385052691;São Domingos do Araguaia;1507151;Pará;São Domingos do Araguaia, Pará, Brazil
2008;11.960280047957163;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2009;1.51504069440665;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2010;1.0707654166956226;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2011;3.0017849915109083;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2012;0.8767612601938993;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2013;1.9622965571305442;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2014;0.9391767061482885;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2015;1.7749113589839547;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2016;2.707215725705299;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2017;11.43519545480981;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2018;0.9119603961360057;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2019;0.46949396209201544;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2020;2.139077068148325;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2021;1.1899957282625426;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2022;0.8270798519998384;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2023;1.7990764001348778;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2024;1.156657929983758;São Domingos do Capim;1507201;Pará;São Domingos do Capim, Pará, Brazil
2008;2.6248621607772984;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2009;0.10055739680649883;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2010;0.8398293613667512;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2011;0.16746289152678387;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2012;0.2448627552669878;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2013;0.45860658614759897;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2014;0.08370338109285602;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2015;0.0775658587652458;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2016;0.3109862126888118;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2017;0.24237531562356682;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2018;0.06909410150737683;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2019;0.0;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2020;0.20891199580870867;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2021;0.2358044070157621;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2022;0.22346806776779032;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2023;0.12447770466807885;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2024;0.0;São Francisco do Pará;1507409;Pará;São Francisco do Pará, Pará, Brazil
2008;758.8403653973004;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2009;439.6990590975837;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2010;349.57484551257045;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2011;139.39102280182254;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2012;167.67119784066287;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2013;221.32101377343548;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2014;152.78888101307788;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2015;199.4021752724151;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2016;314.9485978505738;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2017;236.65140731050155;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2018;277.13641549198417;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2019;544.941382773293;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2020;608.8431833448917;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2021;576.9612510600888;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2022;534.5203349175252;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2023;314.1950101911673;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2024;100.33326154152036;São Félix do Xingu;1507300;Pará;São Félix do Xingu, Pará, Brazil
2008;7.755555883841812;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2009;3.4820935966798396;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2010;3.536093668577307;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2011;0.9547163212418144;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2012;0.38034857253310134;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2013;2.190869293915046;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2014;1.4736437672802745;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2015;0.6696962264396167;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2016;3.061244931465928;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2017;1.8920583578679844;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2018;0.9904722242129063;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2019;1.4808200871452013;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2020;1.2606346238705546;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2021;1.4740304222070955;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2022;0.5520944513131788;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2023;0.35527566760222273;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2024;0.0;São Geraldo do Araguaia;1507458;Pará;São Geraldo do Araguaia, Pará, Brazil
2008;3.7603795773109647;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2009;0.30190150293335566;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2010;2.3105929027540175;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2011;0.7264109597122559;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2012;0.07209767960396238;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2013;0.665064930478035;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2014;0.12735698224555964;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2015;0.580251794753028;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2016;0.3721113628687976;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2017;0.7872305188144966;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2018;0.6216733557046369;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2019;0.4508138685166637;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2020;0.6517322250238979;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2021;0.3959156823558511;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2022;0.40076342013385513;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2023;0.3077862205578391;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2024;0.0;São João da Ponta;1507466;Pará;São João da Ponta, Pará, Brazil
2008;4.54622867947713;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2009;1.9565956075898545;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2010;1.3407917137280247;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2011;1.131838849428851;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2012;1.0038203056768762;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2013;1.2575540565576102;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2014;1.804558556980674;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2015;3.234148072131761;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2016;1.0765988851467538;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2017;0.6939397989815675;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2018;0.8938914302588103;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2019;1.9360334976977018;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2020;0.5664350739961087;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2021;1.9160691341971292;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2022;0.9567867174888434;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2023;0.7876236753109053;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2024;0.0;São João de Pirabas;1507474;Pará;São João de Pirabas, Pará, Brazil
2008;34.661897982257074;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2009;15.374950170605857;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2010;4.85774843226623;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2011;3.073816946329751;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2012;2.079207284335961;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2013;3.3733058253423525;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2014;4.519668631864189;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2015;4.933437261142252;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2016;6.6039451393895;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2017;4.822365400696795;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2018;3.9498182075860915;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2019;5.266375215675678;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2020;4.772330874687256;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2021;5.3752458239891645;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2022;4.806150795894546;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2023;3.260143204080946;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2024;2.1579183793972128;São João do Araguaia;1507508;Pará;São João do Araguaia, Pará, Brazil
2008;7.789224986691893;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2009;0.6555595866105862;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2010;0.08081313476501754;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2011;1.344461837302748;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2012;1.2442870016206578;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2013;0.818479944189584;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2014;0.2154795772943773;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2015;1.5251034488845683;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2016;1.2097686965246561;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2017;1.6746946616845984;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2018;0.6651878358830474;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2019;0.21045293316950603;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2020;0.6570978103069047;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2021;0.8411977650932154;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2022;0.39301869720320043;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2023;0.10020036693010514;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2024;0.0;São Miguel do Guamá;1507607;Pará;São Miguel do Guamá, Pará, Brazil
2008;0.0;São Sebastião da Boa Vista;1507706;Pará;São Sebastião da Boa Vista, Pará, Brazil
2009;0.4644177239186772;São Sebastião da Boa Vista;1507706;Pará;São Sebastião da Boa Vista, Pará, Brazil
2010;2.099645348655553;São Sebastião da Boa Vista;1507706;Pará;São Sebastião da Boa Vista, Pará, Brazil
