Município,Ano,Código IBGE,Desmatamento (km²),PIB per capita (R$),PIB (R$ 1.000),VAB Agropecuária (R$ 1.000),VAB Indústria (R$ 1.000),VAB Serviços (R$ 1.000),População,Focos de Queimada,Total de Benefícios Básicos (Bolsa Família),Área plantada soja (ha),Área plantada milho (ha),Total Rebanho (Bovino),Internações por Doenças Respiratórias
Aveiro,2018,1501006,20.953917162000604,7209.82,118031.88,34756.39,3355.27,12918.3,16371,341,1965,0,400,50227,
Aveiro,2019,1501006,44.975887475388426,7506.95,123023.91,33279.68,3415.45,13186.64,16388,323,1888,0,400,52493,
Aveiro,2020,1501006,35.014136994790235,8466.67,138887.19,43872.18,3771.28,12967.41,16404,523,2012,0,400,55008,
Aveiro,2021,1501006,55.57730690071816,9254.57,151969.22,49842.17,8062.35,12942.23,16421,249,1993,0,400,64029,
Aveiro,2022,1501006,53.07970235749129,9855.97,157883.81,54991.46,4872.25,14740.03,16019,457,2153,0,100,55280,
Aveiro,2023,1501006,29.35710807868796,10369.17,165811.4,58210.09,5029.43,15377.17,15991,765,2157,0,100,65233,
Aveiro,2024,1501006,51.497681673172806,10882.36,173738.99,61428.71,5186.61,16014.3,15965,559,2161,0,290,63678,
Bagre,2008,1501105,3.729962599266917,2753.69,54468.04,15976.04,2301.18,7859.53,19780,84,1274,0,100,1560,0
Bagre,2009,1501105,1.8954041904523848,3106.38,63326.72,18061.62,2231.66,9791.91,20386,131,1823,0,100,1610,0
Bagre,2010,1501105,17.41546002354218,3305.18,78845.13,25569.77,2929.3,9605.02,23855,26,1987,0,100,1650,0
Bagre,2011,1501105,2.3288812893775748,3598.11,88671.92,26899.43,2962.66,10789.29,24644,17,2314,0,40,1692,0
Bagre,2012,1501105,0.929338138022671,4035.98,102505.75,32463.38,557.73,14365.14,25398,76,2760,0,15,1744,0
Bagre,2013,1501105,0.530385429987338,5299.96,141328.74,51547.68,4909.48,16730.66,26666,74,2904,0,15,1811,0
Bagre,2014,1501105,0.2483252241263511,5070.95,139405.4,41939.6,4626.24,18254.87,27491,53,2962,0,15,1793,0
Bagre,2015,1501105,0.7387224314045557,5217.25,147606.51,43559.21,5205.65,18093.03,28292,91,2933,0,13,1834,0
Bagre,2016,1501105,1.7546107989889184,5676.56,164989.13,53762.22,5253.66,20648.66,29065,112,3240,0,0,1612,0
Bagre,2017,1501105,1.4162216740498017,5912.86,176250.44,53732.06,4994.3,21127.76,29808,138,3225,0,0,1596,0
Bagre,2018,1501105,0.8335443723266429,6922.3,207731.38,64759.27,6458.04,25011.64,30009,42,3421,0,0,1424,0
Bagre,2019,1501105,2.3076127750144755,6623.42,203160.24,57319.93,5893.82,23026.97,30673,75,3522,0,0,1310,0
Bagre,2020,1501105,3.262905085974025,7439.5,233042.26,75817.79,5583.38,25134.81,31325,99,3543,0,0,1100,0
Bagre,2021,1501105,6.139765411567087,7837.69,250547.55,85696.12,6408.75,23148.4,31967,24,3476,0,0,914,37
Bagre,2022,1501105,3.423215062520164,8126.64,258915.48,82601.76,7031.52,27837.91,31860,75,4007,0,0,820,167
Bagre,2023,1501105,2.5254595424642443,8516.86,273895.84,87452.44,7394.62,29229.75,32159,166,4166,0,0,714,350
Bagre,2024,1501105,9.166950247959756,8907.08,288876.2,92303.11,7757.72,30621.59,32432,177,4325,0,0,922,425
Baião,2008,1501204,18.189126123065314,3867.15,106934.42,32517.66,12790.6,16183.69,27652,270,2518,0,1250,60514,1154
Baião,2009,1501204,13.37321349896312,4346.63,123005.31,43778.38,6193.82,19410.88,28299,295,3020,0,1250,63539,1348
Baião,2010,1501204,22.770897576866844,4586.5,169273.96,70386.4,8795.8,20140.6,36907,194,3251,0,1250,66715,1338
Baião,2011,1501204,7.449636621836762,5132.91,195522.84,76943.77,10815.91,24015.51,38092,143,4193,0,1250,70050,2003
Baião,2012,1501204,7.943589465162184,5175.07,203188.8,67084.91,5763.86,30994.37,39263,200,4557,0,1250,63241,1130
Baião,2013,1501204,6.248279375796436,6274.04,258691.12,94562.28,11021.62,34134.67,41232,187,4517,0,1250,66420,1072
Baião,2014,1501204,3.7988688367965215,6088.96,258859.92,86614.24,9257.31,39371.07,42513,206,4738,0,150,64870,1937
Baião,2015,1501204,4.447080623743764,7024.91,307389.02,107018.0,11073.8,45437.37,43757,221,4902,0,180,68870,1220
Baião,2016,1501204,5.637623806271399,7533.81,338689.75,115388.43,11800.09,53945.89,44956,149,5252,0,120,63570,1261
Baião,2017,1501204,5.195260557905026,7733.58,356595.28,110000.81,11565.3,54059.96,46110,206,5717,0,150,70000,1947
Baião,2018,1501204,9.904301788298763,7468.88,346675.42,79045.29,10405.03,64231.77,46416,174,6177,0,150,54197,2318
Baião,2019,1501204,7.213567536953947,9969.77,473025.52,189616.08,15337.72,69095.47,47446,135,6332,0,200,59069,2364
Baião,2020,1501204,6.4378955300408505,12712.1,616015.89,325844.6,17526.69,71769.66,48459,135,6257,0,200,67407,1102
Baião,2021,1501204,14.626811051015334,11367.06,562146.66,265130.8,15628.9,63250.41,49454,101,6196,0,200,68000,1519
Baião,2022,1501204,8.88871127613803,11572.21,575126.24,242675.43,15416.77,77751.57,49699,177,7026,0,800,81976,2282
Baião,2023,1501204,8.636148042028255,12169.63,610704.84,259185.18,15967.81,82346.63,50183,332,7319,0,800,82078,2127
Baião,2024,1501204,8.2457877125727,12767.06,646283.45,275694.94,16518.84,86941.68,50621,256,7612,0,72,72823,2326
Bannach,2008,1501253,48.19768959622592,6926.57,27256.04,15112.51,630.59,3442.64,3935,275,322,0,2811,142813,39
Bannach,2009,1501253,15.75021012226215,7016.47,27694.02,14321.12,602.23,3595.68,3947,105,393,0,992,171387,140
Bannach,2010,1501253,5.626748512739445,9963.57,34214.9,20681.89,607.45,3701.6,3434,506,305,0,225,192965,705
Bannach,2011,1501253,5.637564126525146,12347.38,42042.82,25390.2,738.02,4663.88,3405,69,353,0,100,195272,506
Bannach,2012,1501253,6.856376585199117,13848.25,46793.24,28070.92,-428.39,5937.32,3379,104,338,0,120,211401,729
Bannach,2013,1501253,4.588609429659391,15383.71,51381.6,31360.13,770.81,5588.14,3340,109,344,0,120,193334,440
Bannach,2014,1501253,2.722014920379713,17748.91,58624.63,35534.32,1100.48,6884.42,3303,220,356,0,150,240905,327
Bannach,2015,1501253,22.55840616562278,20881.74,68220.63,41898.75,1308.37,7782.72,3267,164,374,0,325,231288,306
Bannach,2016,1501253,10.899227525839992,24658.45,79720.77,48813.07,1476.16,9504.22,3233,96,351,0,75,240080,292
Bannach,2017,1501253,5.474697898378843,23895.29,76464.94,47504.47,1400.26,8218.16,3200,251,350,0,130,258244,287
Bannach,2018,1501253,1.5762031334045434,23602.57,78124.52,46452.74,1681.59,9450.7,3310,49,342,0,83,248230,267
Bannach,2019,1501253,2.33903746550727,24641.45,80971.82,47112.95,1566.69,10212.26,3286,39,310,0,90,255959,211
Bannach,2020,1501253,2.2073268699814954,30877.73,100723.15,64279.06,1646.35,10087.99,3262,176,348,0,60,301030,121
Bannach,2021,1501253,4.973123688684324,39829.41,129007.48,90752.55,1601.07,10297.57,3239,30,336,0,0,306881,192
Bannach,2022,1501253,4.0131369990587045,35593.13,114524.52,73993.95,1887.6,11658.39,3218,151,340,0,0,282281,178
Bannach,2023,1501253,2.5774232949011187,37752.01,121211.22,78552.34,1999.26,12266.48,3211,24,340,0,0,275423,172
Bannach,2024,1501253,0.4488173033363762,39910.89,127897.91,83110.73,2110.92,12874.58,3205,189,339,0,0,312754,196
Barcarena,2008,1501303,1.0529854917433707,25733.4,2313663.82,39678.24,1013042.48,637743.02,89909,93,4807,0,320,2103,4063
Barcarena,2009,1501303,2.6698720642854235,22435.21,2076760.04,44115.59,695762.66,642134.66,92567,91,5945,0,320,1684,4607
Barcarena,2010,1501303,1.900212770289138,22316.13,2227149.61,52461.59,842954.45,565801.67,99800,74,7375,0,320,1550,3566
Barcarena,2011,1501303,1.014289579377479,23964.6,2460397.52,56936.77,997205.3,567624.07,102668,74,8735,0,350,1200,3966
Barcarena,2012,1501303,2.380321866599103,19039.23,2006449.48,64450.56,364437.74,677425.52,105385,91,10075,0,350,1100,4738
Barcarena,2013,1501303,0.8208145326228476,24177.97,2658971.94,83328.46,997191.34,654005.31,109975,67,11738,0,350,1056,4587
Barcarena,2014,1501303,0.9981172353531992,34563.85,3902984.55,78492.22,1634683.4,1021477.48,112921,61,12454,0,250,987,4173
Barcarena,2015,1501303,0.3385868101845967,47617.82,5513143.8,93986.53,2897486.47,1163692.57,115779,75,11467,0,250,1035,4081
Barcarena,2016,1501303,0.6957550475316067,42300.45,5014168.7,80464.64,2292034.96,1123461.44,118537,83,12162,0,600,986,4429
Barcarena,2017,1501303,2.771739881577088,39761.28,4818669.2,94650.43,2003924.84,1123176.77,121190,89,13578,0,600,867,4441
Barcarena,2018,1501303,0.8198216197288102,38738.09,4737435.56,86390.69,1892147.29,1122652.45,122294,36,14050,0,300,890,4672
Barcarena,2019,1501303,0.0651331702789667,43028.91,5364844.36,79133.62,2124330.38,1195963.43,124680,24,12592,0,300,850,5934
Barcarena,2020,1501303,2.595801271652761,58520.2,7433645.3,167676.35,3665438.1,1274475.44,127027,47,12802,0,300,800,5900
Barcarena,2021,1501303,1.9707142055497129,71473.92,9243936.59,181645.83,4694504.23,1468420.9,129333,15,12225,0,300,750,7313
Barcarena,2022,1501303,0.5589819380731667,60631.82,7828806.7,148741.62,3706035.19,1458057.02,129120,36,15228,0,300,730,7534
Barcarena,2023,1501303,0.2622620697564283,63823.96,8303388.35,157112.77,3951457.56,1526387.91,130098,59,15830,0,300,700,7748
Barcarena,2024,1501303,0.9248952619247224,67016.1,8777970.0,165483.93,4196879.94,1594718.8,130983,42,16432,0,339,470,7673
Belterra,2008,1501451,4.914166798366392,6270.25,80641.64,38988.61,5569.24,13034.66,12861,115,1667,15000,6800,12200,603
Belterra,2009,1501451,6.591619054978241,7717.17,97784.2,49297.68,4669.61,15807.88,12671,156,1947,10150,9140,23835,631
Belterra,2010,1501451,4.254887657677253,6730.66,109871.28,56938.35,6080.49,15068.09,16324,78,1845,11400,3140,21765,883
Belterra,2011,1501451,1.57381735551226,9795.94,161153.05,91832.95,9047.57,19822.42,16451,74,2563,11800,3750,20729,871
Belterra,2012,1501451,2.287433894828356,9076.92,150486.25,84954.9,-212.88,21783.95,16579,92,2707,11800,5750,24136,664
Belterra,2013,1501451,0.6813660034618608,15976.42,268531.62,171775.9,14128.04,29680.87,16808,99,2733,10807,5750,26490,624
Belterra,2014,1501451,1.2433346800757477,14865.1,251576.99,148453.42,13986.36,31489.84,16924,154,2904,13672,5750,23843,579
Belterra,2015,1501451,11.024986500285868,8220.93,140051.82,40163.26,7504.99,27022.14,17036,136,2616,13672,7000,23405,515
Belterra,2016,1501451,4.516900902660239,8855.78,151832.32,36563.42,8275.89,30945.64,17145,81,2662,13672,7500,20842,388
Belterra,2017,1501451,1.969521860517932,9163.73,158065.26,44273.9,8591.93,30511.09,17249,136,2930,13672,10000,21310,394
Belterra,2018,1501451,2.609915616893163,9029.27,159131.84,36313.75,8700.5,33381.32,17624,73,2668,13851,7500,23810,356
Belterra,2019,1501451,5.119922255347949,9204.73,163218.26,33405.18,8187.44,34018.98,17732,68,2315,13851,7000,22788,468
Belterra,2020,1501451,4.472799634742418,10469.7,186768.97,47518.27,9246.31,36037.4,17839,83,2479,22000,6500,24507,387
Belterra,2021,1501451,16.357264222548498,13218.69,237196.26,86223.27,10165.49,40850.98,17944,54,2251,23000,19500,23313,665
Belterra,2022,1501451,12.781629897724226,11711.79,215829.09,57127.86,10555.36,41816.63,18428,82,2763,30000,25900,24507,627
Belterra,2023,1501451,7.535339266809309,11953.4,222546.21,55538.22,10877.59,43778.32,18618,165,2804,30000,25900,21927,457
Belterra,2024,1501451,5.789922864492604,12195.02,229263.32,53948.57,11199.82,45740.02,18800,58,2846,25297,19053,24621,407
Belém,2008,1501402,0.9463791479236942,11097.07,15803597.32,27320.96,2309877.74,9029886.62,1424123,7,60670,0,0,430,117234
Belém,2009,1501402,0.0836766060327044,12030.38,17294868.16,29980.84,2248920.8,10337459.95,1437599,13,67513,0,0,470,119309
Belém,2010,1501402,0.9111970347183526,13506.19,18801039.14,32768.67,2682844.73,10859048.85,1392031,5,72606,0,0,485,115989
Belém,2011,1501402,0.2528677402182715,15282.45,21426847.13,41446.43,3397388.76,12076199.24,1402056,4,77056,0,0,550,101645
Belém,2012,1501402,0.2312154756176725,18690.76,26362015.18,54547.88,4779420.96,14646876.1,1410430,8,80066,0,0,422,103479
Belém,2013,1501402,0.0,19032.8,27139286.17,61065.42,3977912.01,15291456.11,1425922,0,82814,0,0,503,103695
Belém,2014,1501402,0.0,20021.36,28687487.77,59900.35,4307069.22,16214541.87,1432844,4,98649,0,0,173,102028
Belém,2015,1501402,0.2652994158908736,20294.41,29215035.89,64868.93,4350670.61,16190663.81,1439561,9,105481,0,0,310,107673
Belém,2016,1501402,0.2791012316031885,20377.62,29466893.59,61150.67,3714307.1,16664218.76,1446042,2,106344,0,0,108,110029
Belém,2017,1501402,0.2745997404854384,20825.79,30244780.4,79109.94,3659489.44,17160459.86,1452275,2,106936,0,0,95,116780
Belém,2018,1501402,0.9250682041417084,21187.72,31479272.18,69341.23,3807244.32,17930151.05,1485732,5,109935,0,0,118,113300
Belém,2019,1501402,1.2596062241888322,21686.87,32372970.68,75550.25,3475694.84,18061300.0,1492745,3,106533,0,0,32,106579
Belém,2020,1501402,0.2269493568734152,20537.29,30798555.87,91379.21,3797118.82,16443551.4,1499641,2,113502,0,0,86,89278
Belém,2021,1501402,0.4766750165400838,22216.33,33467126.22,99129.2,3545283.07,17761260.92,1506420,0,107752,0,0,77,119516
Belém,2022,1501402,0.0709662238515368,24409.05,36462044.36,98735.96,4180971.44,19901523.84,1493792,3,123306,0,0,86,120195
Belém,2023,1501402,0.0,25218.0,37775461.93,103828.75,4261736.75,20567754.89,1497956,6,127406,0,0,87,127777
Belém,2024,1501402,0.0823996451594048,26026.95,39088879.51,108921.55,4342502.06,21233985.93,1501862,9,131505,0,0,0,143194
Benevides,2008,1501501,0.0595857317240051,11257.85,513538.18,7808.62,219719.53,119164.58,45616,6,2350,0,0,2100,3145
Benevides,2009,1501501,0.0,10569.58,492658.58,8863.86,183217.22,133498.31,46611,4,2775,0,0,2400,2501
Benevides,2010,1501501,0.0506723565093496,11242.99,580846.68,7815.53,231197.32,142985.25,51663,5,4067,0,0,2775,2914
Benevides,2011,1501501,0.0,12627.51,667843.65,7326.58,260503.19,162970.77,52888,1,4588,0,0,2417,2203
Benevides,2012,1501501,0.0,14688.02,794371.97,10556.29,286299.18,218289.88,54083,1,5058,0,0,3188,1830
Benevides,2013,1501501,0.1593906043877683,16426.95,921748.94,11687.06,334995.82,237147.5,56112,4,5236,0,0,3820,928
Benevides,2014,1501501,0.0,18300.57,1050324.63,5239.62,361626.47,311194.3,57393,1,6114,0,0,2697,174
Benevides,2015,1501501,0.1121378501094913,20499.97,1202056.57,5874.22,388178.21,408480.61,58637,1,5685,0,0,2801,68
Benevides,2016,1501501,0.0,21576.73,1291065.43,5942.51,391442.84,451014.84,59836,9,6199,0,0,2973,27
Benevides,2017,1501501,0.2057301056962926,22856.58,1394023.02,3717.47,409655.16,501546.11,60990,4,8362,0,0,2560,0
Benevides,2018,1501501,0.247922637043346,25771.03,1589788.87,3631.24,451781.58,590599.88,61689,0,9946,0,0,2333,0
Benevides,2019,1501501,0.0649181483716171,24842.81,1558563.32,3674.95,413671.85,585547.04,62737,1,10036,0,0,2369,0
Benevides,2020,1501501,0.3126067787899284,26307.67,1677587.47,4381.63,437162.97,605861.59,63768,1,9946,0,0,1825,0
Benevides,2021,1501501,0.1387651292502097,30668.86,1986728.9,12266.07,438135.89,793986.52,64780,0,9754,0,0,2046,0
Benevides,2022,1501501,0.3526069997552247,30628.31,1975082.42,5320.68,498784.38,756652.01,64486,1,11140,0,0,2064,0
Benevides,2023,1501501,0.0,32163.16,2088701.54,5089.29,519502.42,807421.92,64941,1,11767,0,0,2087,0
Benevides,2024,1501501,0.0693505980993013,33698.01,2202320.66,4857.89,540220.46,858191.83,65355,0,12395,0,0,2137,0
Bom Jesus do Tocantins,2008,1501576,10.47473730714948,4533.04,61463.45,23261.14,2249.96,13828.86,13559,138,995,0,1150,184136,1330
Bom Jesus do Tocantins,2009,1501576,5.445274024328468,4902.25,66636.28,23735.15,2445.19,15451.09,13593,77,1246,0,910,172084,1210
Bom Jesus do Tocantins,2010,1501576,7.433909068639227,5695.65,86835.85,36340.3,3293.02,17259.35,15246,93,1423,0,1100,176567,1220
Bom Jesus do Tocantins,2011,1501576,2.285196314640576,6088.48,94170.51,35085.13,3069.26,19913.58,15467,113,1643,0,1220,169293,1477
Bom Jesus do Tocantins,2012,1501576,1.7912188512196603,5406.18,84493.22,29631.6,-2890.03,17340.54,15629,88,1799,0,1300,174000,1382
Bom Jesus do Tocantins,2013,1501576,6.021401244319132,6670.56,106168.62,37286.11,2823.5,21315.59,15916,64,1802,0,1300,184630,1418
Bom Jesus do Tocantins,2014,1501576,5.643421885901724,7536.74,121145.49,40455.14,4345.52,26266.29,16074,109,2032,0,1300,183657,1092
Bom Jesus do Tocantins,2015,1501576,5.453837003967204,8287.33,134478.5,47123.39,4424.17,27592.38,16227,76,1883,0,1500,187307,1094
Bom Jesus do Tocantins,2016,1501576,8.02434180095156,9386.43,153702.79,55005.99,6504.01,32153.78,16375,58,1808,0,1800,194002,1080
Bom Jesus do Tocantins,2017,1501576,5.729283114166332,9967.74,164637.08,52563.4,6366.12,35091.94,16517,64,1797,0,2100,202037,1066
Bom Jesus do Tocantins,2018,1501576,6.837072593056616,10449.62,175982.01,48272.63,18119.94,38795.86,16841,51,1950,0,2000,205849,1051
Bom Jesus do Tocantins,2019,1501576,7.341076719352999,10248.21,174024.87,46943.68,6755.36,40236.89,16981,48,1889,0,400,201920,937
Bom Jesus do Tocantins,2020,1501576,19.12632502951376,12159.01,208137.91,66012.19,7206.7,42868.22,17118,109,2093,0,190,239038,854
Bom Jesus do Tocantins,2021,1501576,7.988915614780818,14134.87,243883.11,90328.34,7013.04,48057.25,17254,46,1990,0,195,239262,1144
Bom Jesus do Tocantins,2022,1501576,6.514273465642027,13322.12,230279.7,73153.99,10203.71,48212.19,17286,90,2208,0,195,250000,937
Bom Jesus do Tocantins,2023,1501576,5.859158131212388,13998.72,243119.28,76888.39,10881.1,50867.42,17367,62,2271,0,195,245000,1075
Bom Jesus do Tocantins,2024,1501576,3.009177170429749,14675.32,255958.87,80622.79,11558.5,53522.64,17441,95,2333,0,517,245631,1065
Bonito,2008,1501600,6.730499131034957,3222.47,38079.88,11957.96,1568.42,5513.36,11817,67,944,0,200,11778,
Bonito,2009,1501600,0.6206006351992479,3783.57,45452.03,14313.18,1939.0,7859.29,12013,67,1119,0,200,13128,
Bonito,2010,1501600,1.3611884845730318,4166.41,56788.23,22916.26,2847.81,7244.77,13630,76,1286,0,150,11524,
Bonito,2011,1501600,1.732262927957172,3943.83,54909.92,17131.9,2267.93,7612.93,13923,60,1401,0,100,12232,
Bonito,2012,1501600,0.0,3867.21,54941.45,16089.65,-2638.62,10071.55,14207,71,1562,0,70,10781,
Bonito,2013,1501600,0.5600819081400658,5414.03,79526.76,26234.09,3292.12,11009.54,14689,54,1645,0,75,10458,
Bonito,2014,1501600,0.2831476418802717,5433.27,81444.68,18500.1,3788.87,12483.46,14990,37,1893,0,75,9255,
Bonito,2015,1501600,0.8243826709289879,5650.56,86351.84,19578.4,5668.05,13342.79,15282,29,1794,0,75,9885,
Bonito,2016,1501600,0.762362469911153,6971.65,108499.75,13600.41,19747.31,18738.86,15563,33,1771,0,55,8483,
Bonito,2017,1501600,0.6270054408536208,8607.4,136289.59,22619.56,25503.38,21532.44,15834,41,1690,0,100,8445,
Bonito,2018,1501600,0.0,9463.03,151768.15,19092.96,35350.44,23669.8,16038,17,1758,0,70,7233,
Bonito,2019,1501600,0.0,9818.72,159907.67,15552.6,43000.48,22636.83,16286,24,1733,0,70,5826,
Bonito,2020,1501600,0.2398148377480722,11479.32,189753.23,19413.85,54627.78,24178.8,16530,22,2002,0,70,8684,
Bonito,2021,1501600,0.19806798848284,12325.25,206682.14,27274.15,53348.46,25644.42,16769,12,1890,0,70,9914,
Bonito,2022,1501600,0.0,12017.39,200585.25,22148.76,51466.59,27859.86,16691,37,2092,0,60,10248,
Bonito,2023,1501600,0.3180252475872577,12723.07,213516.66,22585.02,55944.88,29559.85,16782,54,2156,0,80,13177,
Bonito,2024,1501600,0.0,13428.75,226448.07,23021.28,60423.17,31259.85,16863,39,2221,0,36,8556,
Bragança,2008,1501709,1.1796124053788006,3730.86,395128.16,73108.96,19664.74,142570.11,105908,187,9698,0,860,10799,19809
Bragança,2009,1501709,6.069483564977663,4047.2,433293.29,60912.16,21748.51,162672.02,107060,143,12856,0,860,19282,16972
Bragança,2010,1501709,2.6568075711114605,4500.26,509271.61,83843.02,30974.66,175151.87,113165,153,13509,0,930,19724,15288
Bragança,2011,1501709,0.8893184027870515,5343.29,612982.19,119600.78,36303.88,201620.99,114720,110,14951,0,950,18750,15035
Bragança,2012,1501709,0.2135453660851602,6511.6,756413.9,172722.62,48582.44,250208.58,116164,144,14825,0,1050,21511,14418
Bragança,2013,1501709,0.0,8243.92,978371.86,321411.01,55630.74,272264.16,118678,133,15610,0,980,24868,14730
Bragança,2014,1501709,1.1157302991383369,7593.92,912212.14,204294.12,59944.86,293742.78,120124,106,14179,0,900,25688,14733
Bragança,2015,1501709,0.5054107110781713,8039.27,976996.78,190376.74,70469.1,319423.56,121528,107,14341,0,900,25676,14898
Bragança,2016,1501709,0.0,8527.81,1047905.47,195237.89,68812.64,363274.7,122881,97,14163,0,900,27094,15602
Bragança,2017,1501709,0.5675682037131788,8986.85,1116022.93,188254.81,70515.45,383102.42,124184,126,14301,0,900,29928,16361
Bragança,2018,1501709,0.2933403563327446,8918.46,1127614.25,147069.85,73251.73,411515.27,126436,33,14607,0,900,29403,13345
Bragança,2019,1501709,0.2240347140376205,9104.59,1162529.23,129708.82,69803.16,420486.68,127686,97,13698,0,800,26800,12114
