"Código","Unidade Territorial","UF","Referência","Total de Benefícios Básicos","Total de Benefícios Variáveis","Total de Benefícios Variáveis vinculados ao Jovem (BVJ)","Total de Benefícios Variáveis vinculados à Nutriz (BVN)","Total de Benefícios Variáveis vinculados à Gestante (BVG)","Total de Benefícios para Superação da Extrema Pobreza (BSP)"
"150195","CACHOEIRA DO PIRIÁ","PA","2018","4465","6229","1013","71","122","3563"
"150195","CACHOEIRA DO PIRIÁ","PA","2016","4267","6382","994","57","151","3364"
"150195","CACHOEIRA DO PIRIÁ","PA","2020","4270","5672","1007","2","112","3444"
"150195","CACHOEIRA DO PIRIÁ","PA","2021","4282","5213","1127","117","31","3395"
"150195","CACHOEIRA DO PIRIÁ","PA","2012","2711","5195","880","8","30","1091"
"150195","CACHOEIRA DO PIRIÁ","PA","2008","1990","3838","476","","",""
"150195","CACHOEIRA DO PIRIÁ","PA","2011","2683","5385","601","9","22",""
"150195","CACHOEIRA DO PIRIÁ","PA","2009","2273","4474","522","","",""
"150195","CACHOEIRA DO PIRIÁ","PA","2010","2324","4521","484","","",""
"150195","CACHOEIRA DO PIRIÁ","PA","2005","455","1059","","","",""
"150195","CACHOEIRA DO PIRIÁ","PA","2006","1400","3167","","","",""
"150195","CACHOEIRA DO PIRIÁ","PA","2004","273","640","","","",""
"150195","CACHOEIRA DO PIRIÁ","PA","2014","3533","6021","936","28","80","2397"
"150195","CACHOEIRA DO PIRIÁ","PA","2017","4508","6345","1023","91","167","3566"
"150195","CACHOEIRA DO PIRIÁ","PA","2007","1950","3916","","","",""
"150195","CACHOEIRA DO PIRIÁ","PA","2019","4083","5771","1052","101","173","3308"
"150200","CACHOEIRA DO ARARI","PA","2017","4378","5973","1131","49","71","3856"
"150200","CACHOEIRA DO ARARI","PA","2010","2191","3996","391","","",""
"150200","CACHOEIRA DO ARARI","PA","2004","472","1192","","","",""
"150200","CACHOEIRA DO ARARI","PA","2021","4502","5273","1076","81","25","3866"
"150200","CACHOEIRA DO ARARI","PA","2013","3417","5485","929","45","97","3133"
"150200","CACHOEIRA DO ARARI","PA","2012","2729","4477","990","3","59","1857"
"150200","CACHOEIRA DO ARARI","PA","2009","1901","3594","550","","",""
"150200","CACHOEIRA DO ARARI","PA","2006","952","2023","","","",""
"150200","CACHOEIRA DO ARARI","PA","2019","4603","6002","1084","52","98","3887"
"150200","CACHOEIRA DO ARARI","PA","2011","2596","4657","687","2","2",""
"150200","CACHOEIRA DO ARARI","PA","2015","3408","5196","1005","18","105","3077"
"150200","CACHOEIRA DO ARARI","PA","2016","3806","5518","1086","14","111","3537"
"150200","CACHOEIRA DO ARARI","PA","2018","4281","5648","1106","20","51","3701"
"150200","CACHOEIRA DO ARARI","PA","2005","523","1302","","","",""
"150200","CACHOEIRA DO ARARI","PA","2007","1709","3556","","","",""
"150200","CACHOEIRA DO ARARI","PA","2014","3580","5488","1059","72","109","3189"
"150200","CACHOEIRA DO ARARI","PA","2008","1722","3254","503","","",""
"150200","CACHOEIRA DO ARARI","PA","2020","4563","5703","1056","1","73","3874"
"150210","CAMETÁ","PA","2004","1839","4425","","","",""
"150210","CAMETÁ","PA","2009","10891","23726","3589","","",""
"150210","CAMETÁ","PA","2014","18807","35531","7159","307","934","8307"
"150210","CAMETÁ","PA","2010","13091","27563","3494","","",""
"150210","CAMETÁ","PA","2012","18050","36421","6595","109","410","6695"
"150210","CAMETÁ","PA","2020","19106","29921","5647","10","582","8259"
"150210","CAMETÁ","PA","2021","18562","27658","5984","776","174","8789"
"150210","CAMETÁ","PA","2013","17839","35947","6318","166","545","7369"
"150210","CAMETÁ","PA","2011","16997","36930","4862","164","89",""
"150210","CAMETÁ","PA","2008","8915","19119","2699","","",""
"150210","CAMETÁ","PA","2005","2133","5140","","","",""
"150210","CAMETÁ","PA","2019","20028","33043","5654","222","1123","7821"
"150210","CAMETÁ","PA","2006","6319","15276","","","",""
"150210","CAMETÁ","PA","2017","18919","32913","6754","243","1129","9972"
"150210","CAMETÁ","PA","2015","17455","33551","6776","244","846","8320"
"150210","CAMETÁ","PA","2018","18938","32006","6411","225","1130","8534"
"150210","CAMETÁ","PA","2016","19049","34543","6835","319","813","11842"
"150210","CAMETÁ","PA","2007","8416","19039","","","",""
"150215","CANAÃ DOS CARAJÁS","PA","2011","1953","4826","405","17","",""
"150215","CANAÃ DOS CARAJÁS","PA","2009","1435","3959","310","","",""
"150215","CANAÃ DOS CARAJÁS","PA","2017","2914","7058","860","98","108","691"
"150215","CANAÃ DOS CARAJÁS","PA","2004","360","1217","","","",""
"150215","CANAÃ DOS CARAJÁS","PA","2010","1724","4423","269","","",""
"150215","CANAÃ DOS CARAJÁS","PA","2005","440","1584","","","",""
"150215","CANAÃ DOS CARAJÁS","PA","2020","3384","5918","810","2","82","1731"
"150215","CANAÃ DOS CARAJÁS","PA","2021","3330","5844","920","151","81","1843"
"150215","CANAÃ DOS CARAJÁS","PA","2012","2308","5068","605","24","26","529"
"150215","CANAÃ DOS CARAJÁS","PA","2006","503","1686","","","",""
"150215","CANAÃ DOS CARAJÁS","PA","2018","3144","6685","867","96","83","1144"
"150215","CANAÃ DOS CARAJÁS","PA","2016","2559","6077","887","67","153","588"
"150215","CANAÃ DOS CARAJÁS","PA","2014","2897","5819","807","44","34","786"
"150215","CANAÃ DOS CARAJÁS","PA","2015","2623","5513","808","51","83","536"
"150215","CANAÃ DOS CARAJÁS","PA","2013","2878","6079","586","46","46","961"
"150215","CANAÃ DOS CARAJÁS","PA","2008","623","1801","204","","",""
"150215","CANAÃ DOS CARAJÁS","PA","2019","3207","6148","795","81","206","1649"
"150215","CANAÃ DOS CARAJÁS","PA","2007","633","1908","","","",""
"150220","CAPANEMA","PA","2006","3901","8914","","","",""
"150220","CAPANEMA","PA","2007","5004","10515","","","",""
"150220","CAPANEMA","PA","2011","7354","13011","542","40","20",""
"150220","CAPANEMA","PA","2020","7630","9366","1739","11","132","2959"
"150220","CAPANEMA","PA","2018","6550","9742","1737","154","168","2051"
"150220","CAPANEMA","PA","2016","5681","9833","1899","133","209","1456"
"150220","CAPANEMA","PA","2015","6546","10569","1969","91","124","1423"
"150220","CAPANEMA","PA","2004","1385","2864","","","",""
"150220","CAPANEMA","PA","2008","4566","9872","1035","","",""
"150220","CAPANEMA","PA","2021","7504","8850","1860","190","69","3059"
"150220","CAPANEMA","PA","2019","6732","9241","1764","123","276","2675"
"150220","CAPANEMA","PA","2010","6809","12127","789","","",""
"150220","CAPANEMA","PA","2012","7657","12424","2162","80","89","1755"
"150220","CAPANEMA","PA","2014","6988","11384","2126","123","162","1685"
"150220","CAPANEMA","PA","2009","5849","11496","1102","","",""
"150220","CAPANEMA","PA","2017","5702","9339","1709","138","196","1530"
"150220","CAPANEMA","PA","2005","1803","3930","","","",""
"150220","CAPANEMA","PA","2013","7765","12486","1931","85","97","2036"
"150230","CAPITÃO POÇO","PA","2013","8360","13526","2140","67","30","606"
"150230","CAPITÃO POÇO","PA","2004","940","2127","","","",""
"150230","CAPITÃO POÇO","PA","2011","7771","14172","1213","19","",""
"150230","CAPITÃO POÇO","PA","2008","5811","11691","1335","","",""
"150230","CAPITÃO POÇO","PA","2007","5099","11061","","","",""
"150230","CAPITÃO POÇO","PA","2017","7381","11104","1988","237","308","827"
"150230","CAPITÃO POÇO","PA","2021","8050","9686","1907","222","101","1276"
"150230","CAPITÃO POÇO","PA","2006","3250","7863","","","",""
"150230","CAPITÃO POÇO","PA","2020","7856","9975","1817","10","279","1409"
"150230","CAPITÃO POÇO","PA","2016","7227","11051","2039","155","255","443"
"150230","CAPITÃO POÇO","PA","2015","7614","11455","1981","164","122","342"
"150230","CAPITÃO POÇO","PA","2010","6675","12400","1470","","",""
"150230","CAPITÃO POÇO","PA","2014","7911","12338","2210","104","91","475"
"150230","CAPITÃO POÇO","PA","2019","7153","9783","1889","173","216","1316"
"150230","CAPITÃO POÇO","PA","2012","8128","13661","2373","72","55","549"
"150230","CAPITÃO POÇO","PA","2018","7561","10549","1942","210","375","1324"
"150230","CAPITÃO POÇO","PA","2009","6058","11840","1576","","",""
"150230","CAPITÃO POÇO","PA","2005","1011","2309","","","",""
"150240","CASTANHAL","PA","2014","17354","30808","5139","261","356","2173"
"150240","CASTANHAL","PA","2012","17603","31327","4908","158","18","2552"
"150240","CASTANHAL","PA","2017","9218","22144","3843","311","469","1006"
"150240","CASTANHAL","PA","2009","13083","26381","2876","","",""
"150240","CASTANHAL","PA","2007","9207","21400","","","",""
"150240","CASTANHAL","PA","2021","11072","19652","3563","417","151","3169"
"150240","CASTANHAL","PA","2018","9066","20517","3456","298","410","1126"
"150240","CASTANHAL","PA","2008","9274","20323","2191","","",""
"150240","CASTANHAL","PA","2020","12495","19868","3293","16","411","2266"
"150240","CASTANHAL","PA","2013","17388","31013","4316","170","49","2883"
"150240","CASTANHAL","PA","2010","13908","27721","2640","","",""
"150240","CASTANHAL","PA","2015","15138","28612","4691","140","142","1584"
"150240","CASTANHAL","PA","2006","6620","16995","","","",""
"150240","CASTANHAL","PA","2011","16913","32169","2766","114","3",""
"150240","CASTANHAL","PA","2004","4547","12408","","","",""
"150240","CASTANHAL","PA","2005","4862","13250","","","",""
"150240","CASTANHAL","PA","2016","10838","26114","4640","298","403","1337"
"150240","CASTANHAL","PA","2019","8889","18783","3227","179","525","1460"
"150250","CHAVES","PA","2017","3054","6301","1135","51","161","2035"
